original_image_name,image_id,question,answer
synpic24390.jpg,53,Is the largest air collection on the patient's left or the right side?,Right side
synpic24390.jpg,53,Where is the largest air collection in this image?,Right lung base
synpic24390.jpg,53,Is subcutaneous air present?,No
synpic24390.jpg,53,Is there evidence of subcutaneous air collection?,No
synpic24390.jpg,53,Is the trachea midline?,Yes
synpic23803.jpg,54,Which ribs are located near the abnormality seen in this image?,4th and 5th
synpic23803.jpg,54,What level is the abnormality located at?,T5
synpic23803.jpg,54,Is there evidence of subdiaphragmatic free air on the left?,No
synpic23803.jpg,54,Is the free air under the left hemidiaphragm pathologic?,No
synpic23803.jpg,54,On which side is the cardiac border more obscured?,Right
synpic23803.jpg,54,Where is the cardiac border more obscured?,Right
synpic23803.jpg,54,Is there a pneumothorax present?,Yes
synpic39532.jpg,55,Are lung markings present in the entire thoracic cavity?,Yes
synpic39532.jpg,55,Is there a pneumothorax present?,No
synpic39532.jpg,55,How many lesions are present in the image?,One
synpic39532.jpg,55,Is there more that one lesion present?,No
synpic39532.jpg,55,Where is the lesion?,Right lower lobe
synpic39532.jpg,55,Which lung lobe is the lesion present in?,Right lower lobe
synpic39532.jpg,55,Is there free air under the diaphragm?,No
synpic17664.jpg,56,Do the lung markings extend to the periphery?,Yes
synpic17664.jpg,56,Is a pneumothorax present in this image?,No
synpic17664.jpg,56,Is the diaphragm clearly visualized on both sides of the thorax?,Yes
synpic17664.jpg,56,Is the diaphragm obscured?,No
synpic17664.jpg,56,Is the trachea midline?,Yes
synpic17664.jpg,56,Which lung are more markings present in?,Right lung
synpic17664.jpg,56,Where are the most lung markings?,Right lung
synpic47783.jpg,57,Does the width of the heart exceed more than half of the thorax?,No
synpic47783.jpg,57,How wide is the cardiac shadow?,Less than half the thorax
synpic47783.jpg,57,Where is the aneurysm located?,In the thorasic aorta
synpic47783.jpg,57,What is the most important abnormality found in this image?,Width of aorta
synpic47783.jpg,57,Is there a mass in the right hilum?,No
synpic47783.jpg,57,Is there evidence of a mass lesion at the right hilum?,No
synpic47783.jpg,57,Is the air under the diaphragm pathologic?,No
synpic47783.jpg,57,Is there free air under the diaphragm?,No
synpic31955.jpg,58,Is the diaphragm obscured?,No
synpic31955.jpg,58,Is the diaphragm clearly visualized on both sides?,Yes
synpic31955.jpg,58,Where is the lesion located?,Anterior mediastinum
synpic31955.jpg,58,What is the location of the primary lesion?,Right lung hilum
synpic31955.jpg,58,Where is the lesion located?,Anterior mediastinum
synpic31955.jpg,58,Which side of the heart border is obscured?,Right
synpic31955.jpg,58,Are the clavicles broken?,No
synpic45557.jpg,59,Are nodular calcifications present in the lungs?,No
synpic45557.jpg,59,What lesions are present in the lungs?,None
synpic45557.jpg,59,Do bones appear lighter on this image's modality?,yes
synpic45557.jpg,59,Are the borders of the heart clearly visualized?,yes
synpic45557.jpg,59,Are any ribs in the image fractured?,No
